#This is a tab-delimited file. Additional Documentation can be found at http://www.mothur.org/wiki/MIMarks_Data_Packages.
#Please fill all the required fields indicated with '*'
#Unknown or inapplicable fields can be assigned 'missing' value.
#You may add extra custom fields to this template. Make sure all the fields are separated by tabs.
#You may remove any fields not required (marked with '*'). Make sure all the fields are separated by tabs.
#You can edit this template using Microsoft Excel or any other editor. But while saving the file please make sure to save them as 'TAB-DELIMITED' TEXT FILE.
#MIMARKS.survey.host-associated.4.0
#{sample name}	{description of sample}	{sample title}	{description of library_construction_protocol}	{http://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Undef&id=408169&lvl=3&keep=1&srchmode=1&unlock}	{Date of sampling, in "DD-Mmm-YYYY", "Mmm-YYYY" or "YYYY" format (eg., 30-Oct-1990, Oct-1990 or 1990) or ISO 8601 standard "YYYY-mm-dd", "YYYY-mm" or "YYYY-mm-ddThh:mm:ss" (eg., 1990-10-30, 1990-10 or 1990-10-30T14:41:36)}	{descriptor of the broad ecological context of a sample. Examples include: desert, taiga, deciduous woodland, or coral reef. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{descriptor of the local environment. Examples include: harbor, cliff, or lake. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{material that was displaced by the sample, or material in which a sample was embedded, prior to the sampling event. Examples include: air, soil, or water. EnvO (v 2013-06-14) terms can be found via the link: www.environmentontology.org/Browse-EnvO}	{Geographical origin of the sample; use the appropriate name from this list http://www.insdc.org/documents/country-qualifier-vocabulary. Use a colon to separate the country or ocean from more detailed information about the location, eg "Canada: Vancouver" or "Germany: halfway down Zugspitze, Alps"}	{The natural (as opposed to laboratory) host to the organism from which the sample was obtained. Use the full taxonomic name, eg, "Homo sapiens".}	{The geographical coordinates of the location where the sample was collected. Specify as degrees latitude and longitude in format "d[d.dddd] N|S d[dd.dddd] W|E", eg, 38.98 N 77.11 W}
#{text}	{text}	{text}	{text}	{controlled vacabulary}	{{timestamp}}	{{term}}	{{term}}	{{term}}	{{term}:{term}:{text}}	{{none}}	{{float} {float}}
group	mouse_id	day	weight	cfu	antibiotic	collection_date	treatment_diluton	metadata_label	exp	dob	cage	outcome	timepoint	sample_name	description	sample_title	seq_methods	organism	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon
2_9_R_dminus2	-2_9_R	-2	29.5	0	Clindamycin	2019-11-12	-2	2_9_R_dminus2	9	2019-08-21	-2_9	cleared	initial	2_9_R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -2_9_R cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_R , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_50_dminus2	-2_9_50	-2	24.8	0	Clindamycin	2019-11-12	-2	2_9_50_dminus2	9	2019-09-19	-2_5_9	cleared	initial	2_9_50_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -2_9_50 cage -2_5_9 , which received the fecal community transplant treatment -2	Mouse -2_9_50 , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_5R_dminus2	-2_9_5R	-2	22.6	0	Clindamycin	2019-11-12	-2	2_9_5R_dminus2	9	2019-09-19	-2_5_9	cleared	initial	2_9_5R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -2_9_5R cage -2_5_9 , which received the fecal community transplant treatment -2	Mouse -2_9_5R , Day -2 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_0_dminus2	-1_9_0	-2	27.2	0	Clindamycin	2019-11-12	-1	1_9_0_dminus2	9	2019-08-19	-1_9	cleared	initial	1_9_0_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -1_9_0 cage -1_9 , which received the fecal community transplant treatment -1	Mouse -1_9_0 , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_L_dminus2	-1_9_L	-2	31.2	0	Clindamycin	2019-11-12	-1	1_9_L_dminus2	9	2019-08-19	-1_9	cleared	initial	1_9_L_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -1_9_L cage -1_9 , which received the fecal community transplant treatment -1	Mouse -1_9_L , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_R_dminus2	-1_9_R	-2	29	0	Clindamycin	2019-11-12	-1	1_9_R_dminus2	9	2019-08-19	-1_9	cleared	initial	1_9_R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -1_9_R cage -1_9 , which received the fecal community transplant treatment -1	Mouse -1_9_R , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_40_dminus2	-1_9_40	-2	25.3	0	Clindamycin	2019-11-12	-1	1_9_40_dminus2	9	2019-09-19	-1_4_9	cleared	initial	1_9_40_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -1_9_40 cage -1_4_9 , which received the fecal community transplant treatment -1	Mouse -1_9_40 , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_4R_dminus2	-1_9_4R	-2	26.1	0	Clindamycin	2019-11-12	-1	1_9_4R_dminus2	9	2019-09-19	-1_4_9	cleared	initial	1_9_4R_dminus2	Day -2 ,relative to C. difficile challenge, fecal sample from mouse -1_9_4R cage -1_4_9 , which received the fecal community transplant treatment -1	Mouse -1_9_4R , Day -2 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_9_0_dminus1	NT_9_0	-1	24.5	0	Clindamycin	2019-11-13	PBS	NT_9_0_dminus1	9	2019-08-19	NT_9	cleared	post_antibiotic	NT_9_0_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NT_9_0 cage NT_9 , which received the fecal community transplant treatment PBS	Mouse NT_9_0 , Day -1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_9_R_dminus1	NT_9_R	-1	29	0	Clindamycin	2019-11-13	PBS	NT_9_R_dminus1	9	2019-08-19	NT_9	cleared	post_antibiotic	NT_9_R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse NT_9_R cage NT_9 , which received the fecal community transplant treatment PBS	Mouse NT_9_R , Day -1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_0_dminus1	-3_9_0	-1	21.7	0	Clindamycin	2019-11-13	-3	3_9_0_dminus1	9	2019-09-19	-3_9	cleared	post_antibiotic	3_9_0_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -3_9_0 cage -3_9 , which received the fecal community transplant treatment -3	Mouse -3_9_0 , Day -1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_R_dminus1	-3_9_R	-1	24.4	0	Clindamycin	2019-11-13	-3	3_9_R_dminus1	9	2019-09-19	-3_9	cleared	post_antibiotic	3_9_R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -3_9_R cage -3_9 , which received the fecal community transplant treatment -3	Mouse -3_9_R , Day -1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_60_dminus1	-3_9_60	-1	24.5	0	Clindamycin	2019-11-13	-3	3_9_60_dminus1	9	2019-09-19	-3_6_9	cleared	post_antibiotic	3_9_60_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -3_9_60 cage -3_6_9 , which received the fecal community transplant treatment -3	Mouse -3_9_60 , Day -1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_6R_dminus1	-3_9_6R	-1	23.4	0	Clindamycin	2019-11-13	-3	3_9_6R_dminus1	9	2019-09-19	-3_6_9	cleared	post_antibiotic	3_9_6R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -3_9_6R cage -3_6_9 , which received the fecal community transplant treatment -3	Mouse -3_9_6R , Day -1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_0_dminus1	-2_9_0	-1	27.7	0	Clindamycin	2019-11-13	-2	2_9_0_dminus1	9	2019-08-21	-2_9	cleared	post_antibiotic	2_9_0_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -2_9_0 cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_0 , Day -1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_L_dminus1	-2_9_L	-1	28.4	0	Clindamycin	2019-11-13	-2	2_9_L_dminus1	9	2019-08-21	-2_9	cleared	post_antibiotic	2_9_L_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -2_9_L cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_L , Day -1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_R_dminus1	-2_9_R	-1	28.2	0	Clindamycin	2019-11-13	-2	2_9_R_dminus1	9	2019-08-21	-2_9	cleared	post_antibiotic	2_9_R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -2_9_R cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_R , Day -1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_50_dminus1	-2_9_50	-1	23.3	0	Clindamycin	2019-11-13	-2	2_9_50_dminus1	9	2019-09-19	-2_5_9	cleared	post_antibiotic	2_9_50_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -2_9_50 cage -2_5_9 , which received the fecal community transplant treatment -2	Mouse -2_9_50 , Day -1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_5R_dminus1	-2_9_5R	-1	21.1	0	Clindamycin	2019-11-13	-2	2_9_5R_dminus1	9	2019-09-19	-2_5_9	cleared	post_antibiotic	2_9_5R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -2_9_5R cage -2_5_9 , which received the fecal community transplant treatment -2	Mouse -2_9_5R , Day -1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_0_dminus1	-1_9_0	-1	26.8	0	Clindamycin	2019-11-13	-1	1_9_0_dminus1	9	2019-08-19	-1_9	cleared	post_antibiotic	1_9_0_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -1_9_0 cage -1_9 , which received the fecal community transplant treatment -1	Mouse -1_9_0 , Day -1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_R_dminus1	-1_9_R	-1	29.1	0	Clindamycin	2019-11-13	-1	1_9_R_dminus1	9	2019-08-19	-1_9	cleared	post_antibiotic	1_9_R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -1_9_R cage -1_9 , which received the fecal community transplant treatment -1	Mouse -1_9_R , Day -1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_40_dminus1	-1_9_40	-1	24.9	0	Clindamycin	2019-11-13	-1	1_9_40_dminus1	9	2019-09-19	-1_4_9	cleared	post_antibiotic	1_9_40_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -1_9_40 cage -1_4_9 , which received the fecal community transplant treatment -1	Mouse -1_9_40 , Day -1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_4R_dminus1	-1_9_4R	-1	25.5	0	Clindamycin	2019-11-13	-1	1_9_4R_dminus1	9	2019-09-19	-1_4_9	cleared	post_antibiotic	1_9_4R_dminus1	Day -1 ,relative to C. difficile challenge, fecal sample from mouse -1_9_4R cage -1_4_9 , which received the fecal community transplant treatment -1	Mouse -1_9_4R , Day -1 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_9_0_d0	NT_9_0	0	24.5	0	Clindamycin	2019-11-14	PBS	NT_9_0_d0	9	2019-08-19	NT_9	cleared	infection	NT_9_0_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse NT_9_0 cage NT_9 , which received the fecal community transplant treatment PBS	Mouse NT_9_0 , Day 0 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_9_R_d0	NT_9_R	0	28.5	0	Clindamycin	2019-11-14	PBS	NT_9_R_d0	9	2019-08-19	NT_9	cleared	infection	NT_9_R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse NT_9_R cage NT_9 , which received the fecal community transplant treatment PBS	Mouse NT_9_R , Day 0 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_0_d0	-3_9_0	0	21.1	0	Clindamycin	2019-11-14	-3	3_9_0_d0	9	2019-09-19	-3_9	cleared	infection	3_9_0_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -3_9_0 cage -3_9 , which received the fecal community transplant treatment -3	Mouse -3_9_0 , Day 0 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_R_d0	-3_9_R	0	23.6	0	Clindamycin	2019-11-14	-3	3_9_R_d0	9	2019-09-19	-3_9	cleared	infection	3_9_R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -3_9_R cage -3_9 , which received the fecal community transplant treatment -3	Mouse -3_9_R , Day 0 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_60_d0	-3_9_60	0	24.3	0	Clindamycin	2019-11-14	-3	3_9_60_d0	9	2019-09-19	-3_6_9	cleared	infection	3_9_60_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -3_9_60 cage -3_6_9 , which received the fecal community transplant treatment -3	Mouse -3_9_60 , Day 0 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_6R_d0	-3_9_6R	0	23.8	0	Clindamycin	2019-11-14	-3	3_9_6R_d0	9	2019-09-19	-3_6_9	cleared	infection	3_9_6R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -3_9_6R cage -3_6_9 , which received the fecal community transplant treatment -3	Mouse -3_9_6R , Day 0 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_0_d0	-2_9_0	0	28.3	0	Clindamycin	2019-11-14	-2	2_9_0_d0	9	2019-08-21	-2_9	cleared	infection	2_9_0_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -2_9_0 cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_0 , Day 0 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_L_d0	-2_9_L	0	28.8	0	Clindamycin	2019-11-14	-2	2_9_L_d0	9	2019-08-21	-2_9	cleared	infection	2_9_L_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -2_9_L cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_L , Day 0 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_R_d0	-2_9_R	0	29	0	Clindamycin	2019-11-14	-2	2_9_R_d0	9	2019-08-21	-2_9	cleared	infection	2_9_R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -2_9_R cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_R , Day 0 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_50_d0	-2_9_50	0	24	0	Clindamycin	2019-11-14	-2	2_9_50_d0	9	2019-09-19	-2_5_9	cleared	infection	2_9_50_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -2_9_50 cage -2_5_9 , which received the fecal community transplant treatment -2	Mouse -2_9_50 , Day 0 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_5R_d0	-2_9_5R	0	22.3	0	Clindamycin	2019-11-14	-2	2_9_5R_d0	9	2019-09-19	-2_5_9	cleared	infection	2_9_5R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -2_9_5R cage -2_5_9 , which received the fecal community transplant treatment -2	Mouse -2_9_5R , Day 0 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_0_d0	-1_9_0	0	25.7	0	Clindamycin	2019-11-14	-1	1_9_0_d0	9	2019-08-19	-1_9	cleared	infection	1_9_0_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -1_9_0 cage -1_9 , which received the fecal community transplant treatment -1	Mouse -1_9_0 , Day 0 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_L_d0	-1_9_L	0	29.8	0	Clindamycin	2019-11-14	-1	1_9_L_d0	9	2019-08-19	-1_9	cleared	infection	1_9_L_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -1_9_L cage -1_9 , which received the fecal community transplant treatment -1	Mouse -1_9_L , Day 0 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_R_d0	-1_9_R	0	28.2	0	Clindamycin	2019-11-14	-1	1_9_R_d0	9	2019-08-19	-1_9	cleared	infection	1_9_R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -1_9_R cage -1_9 , which received the fecal community transplant treatment -1	Mouse -1_9_R , Day 0 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_40_d0	-1_9_40	0	24.3	0	Clindamycin	2019-11-14	-1	1_9_40_d0	9	2019-09-19	-1_4_9	cleared	infection	1_9_40_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -1_9_40 cage -1_4_9 , which received the fecal community transplant treatment -1	Mouse -1_9_40 , Day 0 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
1_9_4R_d0	-1_9_4R	0	25	0	Clindamycin	2019-11-14	-1	1_9_4R_d0	9	2019-09-19	-1_4_9	cleared	infection	1_9_4R_d0	Day 0 ,relative to C. difficile challenge, fecal sample from mouse -1_9_4R cage -1_4_9 , which received the fecal community transplant treatment -1	Mouse -1_9_4R , Day 0 Treatment -1	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_9_0_d1	NT_9_0	1	24.9	28000000	Clindamycin	2019-11-15	PBS	NT_9_0_d1	9	2019-08-19	NT_9	cleared	dpi	NT_9_0_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse NT_9_0 cage NT_9 , which received the fecal community transplant treatment PBS	Mouse NT_9_0 , Day 1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
NT_9_R_d1	NT_9_R	1	28.6	34000000	Clindamycin	2019-11-15	PBS	NT_9_R_d1	9	2019-08-19	NT_9	cleared	dpi	NT_9_R_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse NT_9_R cage NT_9 , which received the fecal community transplant treatment PBS	Mouse NT_9_R , Day 1 Treatment PBS	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_0_d1	-3_9_0	1	21.6	1910000	Clindamycin	2019-11-15	-3	3_9_0_d1	9	2019-09-19	-3_9	cleared	dpi	3_9_0_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse -3_9_0 cage -3_9 , which received the fecal community transplant treatment -3	Mouse -3_9_0 , Day 1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_R_d1	-3_9_R	1	23.9	54000	Clindamycin	2019-11-15	-3	3_9_R_d1	9	2019-09-19	-3_9	cleared	dpi	3_9_R_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse -3_9_R cage -3_9 , which received the fecal community transplant treatment -3	Mouse -3_9_R , Day 1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_60_d1	-3_9_60	1	24.4	4500000	Clindamycin	2019-11-15	-3	3_9_60_d1	9	2019-09-19	-3_6_9	cleared	dpi	3_9_60_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse -3_9_60 cage -3_6_9 , which received the fecal community transplant treatment -3	Mouse -3_9_60 , Day 1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
3_9_6R_d1	-3_9_6R	1	23.6	890000	Clindamycin	2019-11-15	-3	3_9_6R_d1	9	2019-09-19	-3_6_9	cleared	dpi	3_9_6R_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse -3_9_6R cage -3_6_9 , which received the fecal community transplant treatment -3	Mouse -3_9_6R , Day 1 Treatment -3	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_0_d1	-2_9_0	1	27.6	56000000	Clindamycin	2019-11-15	-2	2_9_0_d1	9	2019-08-21	-2_9	cleared	dpi	2_9_0_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse -2_9_0 cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_0 , Day 1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
2_9_L_d1	-2_9_L	1	28	14000	Clindamycin	2019-11-15	-2	2_9_L_d1	9	2019-08-21	-2_9	cleared	dpi	2_9_L_d1	Day 1 ,relative to C. difficile challenge, fecal sample from mouse -2_9_L cage -2_9 , which received the fecal community transplant treatment -2	Mouse -2_9_L , Day 1 Treatment -2	http://www.mothur.org/w/images/0/0c/Wet-lab_MiSeq_SOP.pdf 	mouse gut metagenome	mouse gut	feces	feces	USA: Michigan, Ann Arbor	Mus musculus	42.2820973 N 83.7338904 W
